title,description,start_time,end_date,end_time,booking_date,booking_time,duration,festivals,weekend,vacation_time,unnamed:_18,unnamed:_19,unnamed:_20,selling_price,person_count,duration_hours,commercial_slot,lead_days,competitor_price,outlier_score,outlier_reason,is_global_outlier,slot_lag_price_1,slot_lag_price_2,days_since_last_booking,rolling_price_mean_30,bookings_last_7d,bookings_last_30d,occupancy_rate_7d,occupancy_rate_30d,booking_velocity,month,month_sin,month_cos,year,day_of_week,week_of_year,day_of_year,is_weekend,is_festival,festival_name,festival_detected,festival_category,festival_tier,festival_demand_level,festival_multiplier,festival_overlap_hours,festival_overlap_percentage,festival_window_start,festival_window_end,is_peak_festival,multiple_festival_overlap,highest_priority_festival,is_festival_eve,days_before_festival,days_after_festival,is_long_weekend,is_consecutive_holiday,is_school_vacation,is_local_vacation,is_vacation,season,is_peak_season,is_off_season,slot_type,slot_capacity_hours,commercial_units,duration_bucket,is_extended_booking,hours_over_24,effective_daily_rate,extended_discount_ratio,extended_stay,slot_utilization_ratio,opportunity_cost_factor,is_couple,is_family,is_corporate,weather_condition,lead_time_bucket,lead_time_cat,competitor_diff,temperature,rain_probability,humidity,wind_speed,cloud_cover,demand_score,business_confidence_score,month_slot_avg,month_weekend_slot_avg,month_guest_slot_avg,month_festival_slot_avg,month_leadtime_slot_avg,month_weather_slot_avg,hierarchical_fallback_avg,hierarchical_confidence_score,hierarchical_matched_level,slot_month_weekend_ratio,slot_month_weekend_diff,segment_mean,segment_median,segment_trimmed_mean,segment_weighted_median,segment_std,segment_count,segment_confidence,p25_price,p75_price,is_friday_night,is_saturday_day,is_saturday_night,is_sunday_day,is_sunday_night,is_holiday_bridge,wedding_season,is_same_day,is_lead_1_3d,is_lead_4_7d,is_lead_8_14d,is_lead_15_30d,is_lead_31_60d,is_lead_60d_plus,lead_time_demand_curve,current_occupancy_pct,remaining_inventory,booking_pace,occupancy_trend,demand_index,festival_importance_score,highest_revenue_weekday,highest_revenue_month,weekend_premium_ratio,summer_demand_ratio,winter_demand_ratio,rain_impact_ratio,similar_booking_density_30d,price_momentum_30d,historical_variance,is_near_holiday
Booked by Neel,"31 Mar 2024 at 6:00 PM to 1 Apr 2024 at 6:00 PM
8 max Persons allowed
Rent: ₹4500
Deposit: ₹2000

₹1000 Received 

Deposit Refund after check out.",2024-03-31 18:00:00,2024-04-01 18:00:00,2024-04-01 18:00:00,2024-03-28,20:35:15,24.0,0,0,0,,,,4500.0,4,24.0,24H Night,2,0.0,0, (Strict),False,4000.0,3500.0,2.0,6180.0,6.0,22.0,0.8571428571428571,0.7333333333333333,0.8571428571428571,3,1.0,6.123233995736766e-17,2024,3,13,88,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5606.666666666667,4160.0,4117.64705882353,5606.666666666667,4645.833333333333,5606.666666666667,3625.0,0.99,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.175,99.0,1.1688152304416628,0.12380952380952381,36.938152304416626,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Nilkanth,"2 Apr 2024 at 12:00 PM to 2 Apr 2024 at 5:00 PM
3 Persons
Rent: ₹3000
Deposit: ₹2000

₹1000 received

Deposit Refund after check out.",2024-04-02 12:00:00,2024-04-02 17:00:00,2024-04-02 17:00:00,2024-04-01,17:08:17,5.00000000023283,0,0,0,,,,3000.0,3,12.0,12H Day,0,0.0,0, (Strict),False,4000.0,2200.0,4.0,2665.0,3.0,21.0,0.42857142857142855,0.7,0.42857142857142855,4,0.8660254037844387,-0.49999999999999983,2024,0,14,92,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,6000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3250.0,3250.0,3214.285714285714,3250.0,3142.8571428571427,3250.0,3214.285714285714,0.9400000000000001,1,1.281,860.0,3060.0,3000.0,3060.0,3000.0,620.8289389425813,15.0,1.0,2500.0,3450.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.6122361517284447,-0.2714285714285714,32.372361517284446,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by vidhi - ‪+91 97732 21534‬,"2 Apr 2024 at 6:00 PM to 3 Apr 2024 at 6:00 PM
2 Persons
Rent: ₹4000
Deposit: ₹2000

₹2000 received 

Deposit Refund after check out.",2024-04-02 18:00:00,2024-04-03 18:00:00,2024-04-03 18:00:00,2024-04-01,10:06:58,24.0,0,0,0,,,,4000.0,2,24.0,Couple Full Night,1,0.0,0, (Month),False,3000.0,8500.0,0.0,3500.0,4.0,22.0,0.5714285714285714,0.7333333333333333,0.5714285714285714,4,0.8660254037844387,-0.49999999999999983,2024,0,14,92,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Night,12.0,1.0,24H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3750.0,3750.0,4000.0,3750.0,3750.0,3750.0,3750.0,0.51,5,0.801,-746.0,3746.0,3470.0,3746.0,3470.0,791.5048957523888,5.0,1.0,3260.0,4000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.7792101536277752,-0.16190476190476188,34.042101536277755,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Mansukh,"4 Apr 2024 at 6:00 PM to 5 Apr 2024 at 6:00 PM
10 Persons
Rent: ₹4500
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-04 18:00:00,2024-04-05 18:00:00,2024-04-05 18:00:00,2024-04-01,16:18:26,24.0,0,0,0,,,,4500.0,10,24.0,24H Night,3,0.0,0, (Strict),False,4500.0,4000.0,0.0,5930.0,5.0,23.0,0.7142857142857143,0.7666666666666667,0.7142857142857143,4,0.8660254037844387,-0.49999999999999983,2024,0,14,92,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,6337.777777777777,5208.108108108108,6705.714285714285,6337.777777777777,5947.058823529412,6337.777777777777,4935.0,1.0,1,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.931664866483108,-0.05238095238095242,35.56664866483108,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Badal,"12 Apr 2024 at 7:00 AM to 12 Apr 2024 at 6:00 PM
2 Persons
Rent: ₹4500
Deposit: ₹2000

₹2000 Received 

Deposit Refund after check out.",2024-04-12 07:00:00,2024-04-12 18:00:00,2024-04-12 18:00:00,2024-04-03,16:47:05,11.0000000002328,0,0,0,,,,4500.0,2,12.0,Couple Half Day,8,0.0,0, (Strict),False,3000.0,1700.0,2.0,2477.777777777778,5.0,23.0,0.7142857142857143,0.7666666666666667,0.7142857142857143,4,0.8660254037844387,-0.49999999999999983,2024,2,14,94,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,9000.0,1.0,0,1.0,1.0,1,0,0,Clear,2,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,3156.25,3156.25,3125.0,3156.25,3500.0,3156.25,3125.0,0.75,3,1.281,860.0,3060.0,3000.0,3060.0,3000.0,620.8289389425813,15.0,1.0,2500.0,3450.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.20833333333333334,95.0,0.931664866483108,-0.05238095238095242,35.56664866483108,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Ankit,"Castillo Farm - 11
8 Apr 2024 at 7:00 AM to 8 Apr 2024 at 6:00 PM
5 Persons allowed
Rent: ₹3500
Deposit: ₹2000


Received: ₹2000
Deposit Refund after check out.",2024-04-08 07:00:00,2024-04-08 18:00:00,2024-04-08 18:00:00,2024-04-05,17:05:08,11.0000000002328,0,0,0,,,,3500.0,5,12.0,12H Day,2,0.0,0, (Strict),False,3000.0,4000.0,2.0,2815.0,5.0,24.0,0.7142857142857143,0.8,0.7142857142857143,4,0.8660254037844387,-0.49999999999999983,2024,4,14,96,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,7000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,3218.75,3218.75,3142.8571428571427,3218.75,3107.1428571428573,3218.75,3142.8571428571427,0.9400000000000001,1,1.281,860.0,3060.0,3000.0,3060.0,3000.0,620.8289389425813,15.0,1.0,2500.0,3450.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.8928459822823643,-0.08571428571428574,35.17845982282364,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Juhil,"Booking Confirmed ✅
20 Apr 2024 at 7:00 AM to 21 Apr 2024 at 6:00 PM
11 Persons allowed
Rent: ₹13500
Deposit: ₹2000

Full payment received, deposit baki

Deposit Refund after check out.",2024-04-20 07:00:00,2024-04-21 18:00:00,2024-04-21 18:00:00,2024-04-05,23:04:58,35.0000000002328,Mahavir Jayanti,0,1,,,,13500.0,11,24.0,Extended Day,14,0.0,3,"MAD, IQR, Percentile (Month)",True,4000.0,8000.0,0.0,8500.0,6.0,25.0,0.8571428571428571,0.8333333333333334,0.8571428571428571,4,0.8660254037844387,-0.49999999999999983,2024,4,14,96,0,1,Festival,True,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,1,0,0,1,summer,1,0,12H Day,12.0,1.0,24H,0,0.0,13500.0,1.0,0,1.0,1.0,0,1,0,Clear,2,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,3235.294117647059,3235.294117647059,3235.294117647059,4000.0,4000.0,3235.294117647059,3235.294117647059,0.6,5,1.281,860.0,3060.0,3000.0,3060.0,3000.0,620.8289389425813,15.0,1.0,2500.0,3450.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.20833333333333334,95.0,1.028559085862398,0.023809523809523725,51.53559085862398,0.5,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Vadi Deep,"Booking confirmed ✅ 

29 Apr 2024 at 7:00 PM to 30 Apr 2024 at 6:00 PM
10 Persons
Rent: ₹5500
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-29 19:00:00,2024-04-30 18:00:00,2024-04-30 18:00:00,2024-04-07,11:34:22,23.0000000002328,0,0,1,,,,5500.0,10,24.0,24H Night,22,0.0,0, (Strict),False,4500.0,4500.0,2.0,5580.0,7.0,26.0,1.0,0.8666666666666667,1.0,4,0.8660254037844387,-0.49999999999999983,2024,6,14,98,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,1,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,5500.0,1.0,0,1.0,1.0,0,1,0,Clear,2,Advance,0.0,26.0,20.0,60.0,4.2,25.0,60.0,95.0,6315.555555555556,5181.081081081081,6677.142857142857,6315.555555555556,9000.0,6315.555555555556,7500.0,0.9,1,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.20833333333333334,95.0,1.1538328403903033,0.1333333333333333,37.78832840390303,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Gauranggiri,"10 Apr 2024 at 7:00 PM to 11 Apr 2024 at 6:00 PM
10 Persons
Rent: ₹4500
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-10 19:00:00,2024-04-11 18:00:00,2024-04-11 18:00:00,2024-04-08,19:38:00,23.0000000002328,Eid-ul-Fitr,0,0,,,,4500.0,10,24.0,24H Night,1,0.0,0, (Strict),False,5500.0,4500.0,1.0,4230.0,5.0,26.0,0.7142857142857143,0.8666666666666667,0.7142857142857143,4,0.8660254037844387,-0.49999999999999983,2024,0,15,99,0,1,Festival,True,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,1,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,6297.826086956522,5189.473684210527,6644.444444444444,7000.0,5905.714285714285,6297.826086956522,5239.285714285715,0.7,4,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.8241663145645023,-0.1523809523809524,49.49166314564502,0.5,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Harshal,"Booking confirmed ✅ 

9 Apr 2024 at 7:00 PM to 10 Apr 2024 at 6:00 PM
10 Persons
Rent: ₹4500
Deposit: ₹2000

₹2000 Received

Deposit Refund after check out.",2024-04-09 19:00:00,2024-04-10 18:00:00,2024-04-10 18:00:00,2024-04-09,00:17:32,23.0000000002328,0,0,0,,,,4500.0,10,24.0,24H Night,0,0.0,0, (Strict),False,4500.0,5500.0,1.0,4280.0,6.0,25.0,0.8571428571428571,0.8333333333333334,0.8571428571428571,4,0.8660254037844387,-0.49999999999999983,2024,1,15,100,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,6337.777777777777,5208.108108108108,6705.714285714285,6337.777777777777,5947.058823529412,6337.777777777777,4935.0,1.0,1,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.20833333333333334,95.0,1.028559085862398,0.023809523809523725,36.53559085862398,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Nirav Shah,"13 Apr 2024 at 7:00 PM to 14 Apr 2024 at 6:00 PM
15 Persons
Rent: ₹9500
Deposit: ₹2000

Deposit Refund after check out.

₹3500 received as advance payment",2024-04-13 19:00:00,2024-04-14 18:00:00,2024-04-14 18:00:00,2024-04-10,00:17:35,23.0000000002328,0,1,0,,,,9500.0,15,24.0,24H Night,3,0.0,0, (Strict),False,4500.0,4500.0,1.0,4880.0,6.0,26.0,0.8571428571428571,0.8666666666666667,0.8571428571428571,4,0.8660254037844387,-0.49999999999999983,2024,2,15,101,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,9500.0,1.0,0,1.0,1.0,0,0,1,Clear,1,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,100.0,90.0,6226.666666666667,11857.142857142857,6562.857142857143,6226.666666666667,5800.0,6226.666666666667,12125.0,0.91,1,1.477,2158.33,6679.166666666667,5200.0,6679.166666666667,5200.0,3224.90029056062,24.0,1.0,4200.0,10150.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.9889995774774027,-0.009523809523809601,56.13999577477403,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Kirtan,"12 Apr 2024 at 7:00 PM to 13 Apr 2024 at 6:00 PM
8 Persons
Rent: ₹4500
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-12 19:00:00,2024-04-13 18:00:00,2024-04-13 18:00:00,2024-04-11,10:38:26,23.0000000002328,0,0,0,,,,4500.0,8,24.0,24H Night,1,0.0,0, (Strict),False,9500.0,4500.0,1.0,4950.0,7.0,26.0,1.0,0.8666666666666667,1.0,4,0.8660254037844387,-0.49999999999999983,2024,3,15,102,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,6337.777777777777,5208.108108108108,5111.111111111111,6337.777777777777,5947.058823529412,6337.777777777777,5125.0,0.9500000000000001,1,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,1.1538328403903033,0.1333333333333333,37.78832840390303,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Agent Yogesh,"27 Apr 2024 at 7:00 PM to 28 Apr 2024 at 6:00 PM
15 Persons
Rent: ₹9500
Deposit: ₹2000

₹3500 received

Deposit Refund after check out.",2024-04-27 19:00:00,2024-04-28 18:00:00,2024-04-28 18:00:00,2024-04-11,21:56:19,23.0000000002328,0,1,1,,,,9500.0,15,24.0,24H Night,15,0.0,0, (Strict),False,4500.0,9500.0,0.0,5450.0,8.0,27.0,1.0,0.9,1.1428571428571428,4,0.8660254037844387,-0.49999999999999983,2024,3,15,102,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,1,0,0,0,1,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,9500.0,1.0,0,1.0,1.0,0,0,1,Clear,2,Advance,0.0,26.0,20.0,60.0,4.2,25.0,100.0,95.0,6226.666666666667,11857.142857142857,6562.857142857143,6226.666666666667,8200.0,6226.666666666667,11857.142857142857,0.74,3,1.477,2158.33,6679.166666666667,5200.0,6679.166666666667,5200.0,3224.90029056062,24.0,1.0,4200.0,10150.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.20833333333333334,95.0,1.269827160650596,0.09999999999999998,58.94827160650596,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
booked by Agent Vinay,Rent: ₹4000,2024-04-14 19:00:00,2024-04-15 18:00:00,2024-04-15 18:00:00,2024-04-15,00:02:12,23.0000000002328,0,0,0,,,,4000.0,4,24.0,24H Night,0,0.0,1,Percentile (Strict),False,9500.0,4500.0,4.0,5500.0,5.0,25.0,0.7142857142857143,0.8333333333333334,0.7142857142857143,4,0.8660254037844387,-0.49999999999999983,2024,0,16,106,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,6348.888888888889,5221.621621621622,5166.666666666667,6348.888888888889,5961.764705882353,6348.888888888889,5187.5,0.9500000000000001,1,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.8571325715519985,-0.11904761904761907,34.82132571551998,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Agent,"22 Apr 2024 at 7:00 PM to 23 Apr 2024 at 6:00 PM
14 Persons
Rent: ₹4500
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-22 19:00:00,2024-04-23 18:00:00,2024-04-23 18:00:00,2024-04-15,00:01:16,23.0000000002328,0,0,1,,,,4500.0,14,24.0,24H Night,7,0.0,0, (Strict),False,4000.0,9500.0,0.0,5550.0,6.0,26.0,0.8571428571428571,0.8666666666666667,0.8571428571428571,4,0.8660254037844387,-0.49999999999999983,2024,0,16,106,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,1,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,0,1,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,6337.777777777777,5208.108108108108,6705.714285714285,6337.777777777777,7000.0,6337.777777777777,5266.666666666667,0.7999999999999999,3,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.20833333333333334,95.0,0.9889995774774027,-0.009523809523809601,36.13999577477403,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Raju Bhikadiya,"Farm number: 11

17 Apr 2024 at 7:00 AM to 17 Apr 2024 at 6:00 PM
12 Persons
Rent: ₹4000
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-17 07:00:00,2024-04-17 18:00:00,2024-04-17 18:00:00,2024-04-16,15:30:15,11.0000000002328,Ram Navami,0,1,,,,4000.0,12,12.0,12H Day,0,0.0,0, (Strict),False,3500.0,3000.0,1.0,3045.0,6.0,25.0,0.8571428571428571,0.8333333333333334,0.8571428571428571,4,0.8660254037844387,-0.49999999999999983,2024,1,16,107,0,1,Festival,True,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,1,0,0,1,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,8000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3235.294117647059,3235.294117647059,3235.294117647059,13500.0,3133.3333333333335,3235.294117647059,3235.294117647059,0.6,5,1.281,860.0,3060.0,3000.0,3060.0,3000.0,620.8289389425813,15.0,1.0,2500.0,3450.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.20833333333333334,95.0,1.028559085862398,0.023809523809523725,51.53559085862398,0.5,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Agent Surat farm house,"19 Apr 2024 at 7:00 AM to 19 Apr 2024 at 10:30 PM
12 Persons
Rent: ₹4000
Deposit: ₹2000

₹2000 received

Deposit Refund after check out.",2024-04-19 07:00:00,2024-04-19 22:30:00,2024-04-19 22:30:00,2024-04-16,13:46:52,15.5000000002328,0,0,1,,,,4000.0,12,24.0,24H Day,2,0.0,0, (Month),False,3200.0,6000.0,0.0,4400.0,7.0,26.0,1.0,0.8666666666666667,1.0,4,0.8660254037844387,-0.49999999999999983,2024,1,16,107,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,1,summer,1,0,24H Day,24.0,1.0,24H,0,0.0,4000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,4000.0,4000.0,5000.0,4000.0,3000.0,4000.0,3746.153846153846,0.4,7,0.94,-231.68,3860.992498557415,3860.992498557415,3860.992498557415,3860.992498557415,1217.6272685613935,2.0,0.4,3430.496249278707,4291.4887478361225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,1.1538328403903033,0.1333333333333333,37.78832840390303,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Jaydeep,"Farm number: 11
Castillo Villa

6 May 2024 at 7:00 PM to 7 May 2024 at 8:00 PM
12 Persons
Rent: ₹12000
Deposit: ₹2000

₹4000 received

Deposit Refund after check out.",2024-05-06 19:00:00,2024-05-07 18:00:00,2024-05-07 18:00:00,2024-04-21,11:50:33,23.0000000002328,0,0,1,,,,12000.0,12,24.0,24H Night,15,0.0,3,"MAD, IQR, Percentile (Strict)",True,4500.0,4000.0,5.0,6300.0,5.0,21.0,0.7142857142857143,0.7,0.7142857142857143,4,0.8660254037844387,-0.49999999999999983,2024,6,16,112,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,1,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,12000.0,1.0,0,1.0,1.0,0,1,0,Clear,2,Advance,0.0,26.0,20.0,60.0,4.2,25.0,60.0,95.0,6171.111111111111,5005.405405405405,6491.428571428572,6171.111111111111,7700.0,6171.111111111111,5333.333333333333,0.9,1,1.477,2158.33,4520.833333333333,4400.0,4520.833333333333,4400.0,577.8364193577901,24.0,1.0,4275.0,4750.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.20833333333333334,95.0,1.0203935862140747,0.014285714285714346,36.453935862140746,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Kinal booked by Dhruv,"23 Apr 2024 at 7:00 PM to 24 Apr 2024 at 7:00 AM
12 Persons
Rent: ₹3500
Deposit: ₹2000

₹1000 received

Deposit Refund after check out.",2024-04-23 19:00:00,2024-04-24 07:00:00,2024-04-24 07:00:00,2024-04-22,09:45:46,12.0,0,0,1,,,,3500.0,12,12.0,12H Night,1,0.0,0, (Month),False,2000.0,2200.0,1.0,2900.0,4.0,22.0,0.5714285714285714,0.7333333333333333,0.5714285714285714,4,0.8660254037844387,-0.49999999999999983,2024,0,17,113,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,1,summer,1,0,12H Night,12.0,0.5,12H,0,0.0,7000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,3875.0,0.51,5,0.801,-746.0,3746.0,3470.0,3746.0,3470.0,791.5048957523888,5.0,1.0,3260.0,4000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.20833333333333334,95.0,0.7792101536277752,-0.16190476190476188,34.042101536277755,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
